date,folderpath,foldername,reduced_foldername,reduced_jjdescription,jj_description_x,jj_type,cbix1/2,folder_uuid,cell_line_uuid,cell_line_name_x,folder_name_x,jj_description_y,disease_uuid,disease_name_x,disease_category_x,disease_symbol_x,disease_id_ncit_x,folder_name_y,jj_description_x,experiment_uuid,gene_uuid,lab_uuid,organism_uuid,organism_name_x,folder_name_x,jj_description_y,partner_uuid,partner_name_x,folder_name_y,jj_description_x,researcher_uuid,seqcompany_uuid,seqcompany_name_x,folder_name_x,jj_description_y,treatment_uuid,treatment_name_x,treatment_symbol_x,folder_name_y,jj_description,search_term_x,cell_line_name_y,organism,Age,Sex,Population,Biopsy Source,Tissue Type,Cell Type,Category,Sub-Category,Transformant,Morphology,Disease Category,Disease,Disease Type,Disease Grade,Disease ID (NCIt),Product Format,Storage Conditions,Sequence Variations?,imsrjax_id,cellosaurus_id,atcc_id,coriell_id,disease_category_y,disease_name_y,disease_symbol_y,disease_id_ncit_y,search_term_y,search_term_x,experiment_name,experiment_symbol,subtype,experiment_category_uuid,search_term_y,gene_id_hgnc,gene_id_ncbi,gene_name,organism_name_y,gene_symbol,search_term_x,lab_name,search_term_y,organism_name,search_term_x,partner_name_y,search_term_y,researcher_name,affiliation,lab,search_term_x,seqcompany_name_y,search_term_y,treatment_name_y,treatment_symbol_y
2020-02-20,../../mnt/data/research_data/2020-02-20_rnaseq_mouse_hyeseon_novogene,2020-02-20_rnaseq_mouse_hyeseon_novogene,_rnaseq_mouse_hyeseon_novogene,hyeseon mouse aging heart kidney ,HyeSeon mouse aging heart kidney ,RNA-seq,CBIX,50169387-4623-4868-b987-f133475413e6,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2020-02-20_rnaseq_mouse_hyeseon_novogene,HyeSeon mouse aging heart kidney ,,,,,69b20c90-75f7-4ee9-a8c6-a95128012794,b6823c84-ec5a-4bf2-860f-8fb8be739ca4,Novogene,2020-02-20_rnaseq_mouse_hyeseon_novogene,HyeSeon mouse aging heart kidney ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,hyeseon,HyeSeon,,,novogene,Novogene,,,
2020-01-03,../../mnt/data/research_data/2020-01-03_novogene_rrbs_43-45_aging_mouse,2020-01-03_novogene_rrbs_43-45_aging_mouse,_novogene_rrbs_43-45_aging_mouse,hyeseon mouse aging blood heart brain liver lung kidney skeletal muscle,HyeSeon mouse aging blood heart brain liver lung kidney skeletal muscle,RRBS,CBIX,e8e370de-0d57-4066-923a-7b56e38969d7,,,,,,,,,,,,71d724c1-9f9a-4875-9a5f-7d4f4d77bc40,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2020-01-03_novogene_rrbs_43-45_aging_mouse,HyeSeon mouse aging blood heart brain liver lung kidney skeletal muscle,,,,,69b20c90-75f7-4ee9-a8c6-a95128012794,b6823c84-ec5a-4bf2-860f-8fb8be739ca4,Novogene,2020-01-03_novogene_rrbs_43-45_aging_mouse,HyeSeon mouse aging blood heart brain liver lung kidney skeletal muscle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,hyeseon,HyeSeon,,,novogene,Novogene,,,
2020-02-20,../../mnt/data/research_data/2020-02-20_rnaseq_mouse_hyeseon_novogene,2020-02-20_rnaseq_mouse_hyeseon_novogene,_rnaseq_mouse_hyeseon_novogene,hyeseon mouse aging heart kidney ,HyeSeon mouse aging heart kidney ,RNA-seq,CBIX,50169387-4623-4868-b987-f133475413e6,,,,,,,,,,,,a759bfc9-e856-4542-a6b8-738a1b6a9058,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2020-02-20_rnaseq_mouse_hyeseon_novogene,HyeSeon mouse aging heart kidney ,,,,,69b20c90-75f7-4ee9-a8c6-a95128012794,b6823c84-ec5a-4bf2-860f-8fb8be739ca4,Novogene,2020-02-20_rnaseq_mouse_hyeseon_novogene,HyeSeon mouse aging heart kidney ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,hyeseon,HyeSeon,,,novogene,Novogene,,,
2022-05-06,../../mnt/data/research_data/2022-05-06_arsa_mplex2,2022-05-06_arsa_mplex2,_arsa_mplex2,jj arsa gain therapeutics,JJ ARSA Gain Therapeutics,ampliseq,CBIX,fbc845e4-73b1-4203-9ae6-35a0fd6dae2f,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,13f66a73-04a6-469b-ad9c-20d44d42faad,81c014c6-df35-4364-b060-7a10a34e926d,,,,,,,,,62045015-e5e9-4501-9aa3-1f29e3e543b7,39f16370-9cef-4507-a5ee-1d412a83a219,Gain Therapeutics,2022-05-06_arsa_mplex2,JJ ARSA Gain Therapeutics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jj,The Issa & Jelenik Lab,,,,,jj,Jaroslav Jelinek,Coriell,The Issa & Jelenik Lab,gain therapeutics,Gain Therapeutics,,,
2022-04-30,../../mnt/data/research_data/2022-04-30_arsa_mplex1,2022-04-30_arsa_mplex1,_arsa_mplex1,jj arsa gain therapeutics,JJ ARSA Gain Therapeutics,ampliseq,CBIX,4314f094-5450-47a1-bf1b-f3ae27cd0e21,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,13f66a73-04a6-469b-ad9c-20d44d42faad,81c014c6-df35-4364-b060-7a10a34e926d,,,,,,,,,62045015-e5e9-4501-9aa3-1f29e3e543b7,39f16370-9cef-4507-a5ee-1d412a83a219,Gain Therapeutics,2022-04-30_arsa_mplex1,JJ ARSA Gain Therapeutics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jj,The Issa & Jelenik Lab,,,,,jj,Jaroslav Jelinek,Coriell,The Issa & Jelenik Lab,gain therapeutics,Gain Therapeutics,,,
2022-05-07,../../mnt/data/research_data/2022-05-07_arsa_merge_mplex12,2022-05-07_arsa_merge_mplex12,_arsa_merge_mplex12,jj arsa gain therapeutics,JJ ARSA Gain Therapeutics,ampliseq,CBIX,86b4e9ae-3c08-4663-9563-452c146783fd,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,13f66a73-04a6-469b-ad9c-20d44d42faad,81c014c6-df35-4364-b060-7a10a34e926d,,,,,,,,,62045015-e5e9-4501-9aa3-1f29e3e543b7,39f16370-9cef-4507-a5ee-1d412a83a219,Gain Therapeutics,2022-05-07_arsa_merge_mplex12,JJ ARSA Gain Therapeutics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jj,The Issa & Jelenik Lab,,,,,jj,Jaroslav Jelinek,Coriell,The Issa & Jelenik Lab,gain therapeutics,Gain Therapeutics,,,
2023-02-23,../../mnt/data/research_data/2023-02-23_atavistik,2023-02-23_atavistik,_atavistik,"jj atavistik bio targeted seq gm00538 dlat, pdha1, pdhb","JJ Atavistik Bio targeted seq GM00538 DLAT, PDHA1, PDHB",ampliseq,CBIX,31ba7869-e553-43f9-b091-964ef541eb4c,7d757b86-b350-44ac-937a-512f68d4839b,GM00538,2023-02-23_atavistik,"JJ Atavistik Bio targeted seq GM00538 DLAT, PDHA1, PDHB",,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,50729168-b4b7-4ed1-85e0-e824b2b8df36,81c014c6-df35-4364-b060-7a10a34e926d,,,,,,,,,62045015-e5e9-4501-9aa3-1f29e3e543b7,17f1b6fa-b829-4be7-ad04-16b92efd0642,Atavistik Bio,2023-02-23_atavistik,"JJ Atavistik Bio targeted seq GM00538 DLAT, PDHA1, PDHB",,,,,,gm00538,GM00538,Human,1Y6M,Female,Caucasian,,,Fibroblast,Finite cell line,,,,Disorders of Carbohydrate Metabolism,Maroteaux-Lamy syndrome (MPS 6),,,C61264,,,,,CVCL_9W75,,,,,,,,,,,,,,,,,,,jj,The Issa & Jelenik Lab,,,,,jj,Jaroslav Jelinek,Coriell,The Issa & Jelenik Lab,atavistik,Atavistik Bio,,,
2023-02-23,../../mnt/data/research_data/2023-02-23_atavistik,2023-02-23_atavistik,_atavistik,"jj atavistik bio targeted seq gm00538 dlat, pdha1, pdhb","JJ Atavistik Bio targeted seq GM00538 DLAT, PDHA1, PDHB",ampliseq,CBIX,31ba7869-e553-43f9-b091-964ef541eb4c,7d757b86-b350-44ac-937a-512f68d4839b,GM00538,2023-02-23_atavistik,"JJ Atavistik Bio targeted seq GM00538 DLAT, PDHA1, PDHB",,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,2c4aed80-cca0-46ec-988e-4c37c66c5994,81c014c6-df35-4364-b060-7a10a34e926d,,,,,,,,,62045015-e5e9-4501-9aa3-1f29e3e543b7,17f1b6fa-b829-4be7-ad04-16b92efd0642,Atavistik Bio,2023-02-23_atavistik,"JJ Atavistik Bio targeted seq GM00538 DLAT, PDHA1, PDHB",,,,,,gm00538,GM00538,Human,1Y6M,Female,Caucasian,,,Fibroblast,Finite cell line,,,,Disorders of Carbohydrate Metabolism,Maroteaux-Lamy syndrome (MPS 6),,,C61264,,,,,CVCL_9W75,,,,,,,,,,,,,,,,,,,jj,The Issa & Jelenik Lab,,,,,jj,Jaroslav Jelinek,Coriell,The Issa & Jelenik Lab,atavistik,Atavistik Bio,,,
2023-02-23,../../mnt/data/research_data/2023-02-23_atavistik,2023-02-23_atavistik,_atavistik,"jj atavistik bio targeted seq gm00538 dlat, pdha1, pdhb","JJ Atavistik Bio targeted seq GM00538 DLAT, PDHA1, PDHB",ampliseq,CBIX,31ba7869-e553-43f9-b091-964ef541eb4c,7d757b86-b350-44ac-937a-512f68d4839b,GM00538,2023-02-23_atavistik,"JJ Atavistik Bio targeted seq GM00538 DLAT, PDHA1, PDHB",,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,a2b9f064-7d74-417b-bfc5-91691f6662e9,81c014c6-df35-4364-b060-7a10a34e926d,,,,,,,,,62045015-e5e9-4501-9aa3-1f29e3e543b7,17f1b6fa-b829-4be7-ad04-16b92efd0642,Atavistik Bio,2023-02-23_atavistik,"JJ Atavistik Bio targeted seq GM00538 DLAT, PDHA1, PDHB",,,,,,gm00538,GM00538,Human,1Y6M,Female,Caucasian,,,Fibroblast,Finite cell line,,,,Disorders of Carbohydrate Metabolism,Maroteaux-Lamy syndrome (MPS 6),,,C61264,,,,,CVCL_9W75,,,,,,,,,,,,,,,,,,,jj,The Issa & Jelenik Lab,,,,,jj,Jaroslav Jelinek,Coriell,The Issa & Jelenik Lab,atavistik,Atavistik Bio,,,
2023-02-23,../../mnt/data/research_data/2023-02-23_crispr_zhaorui_atavistik,2023-02-23_crispr_zhaorui_atavistik,_crispr_zhaorui_atavistik,zhaorui crispr almedia mc180,Zhaorui CRISPR Almedia MC180,CRISPR,CBIX,e612a058-89d0-4e09-a06d-bdb828a5f23f,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,,,,,,,,,4caa5ded-3357-4d41-8ad6-9e1cfaa849ce,17f1b6fa-b829-4be7-ad04-16b92efd0642,Atavistik Bio,2023-02-23_crispr_zhaorui_atavistik,Zhaorui CRISPR Almedia MC180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zhaorui,Zhaorui Lian,Coriell,The Jian Huang Lab,atavistik,Atavistik Bio,,,
2023-02-23,../../mnt/data/research_data/2023-02-23_crispr_zhaorui_atavistik,2023-02-23_crispr_zhaorui_atavistik,_crispr_zhaorui_atavistik,zhaorui crispr almedia mc180,Zhaorui CRISPR Almedia MC180,CRISPR,CBIX,e612a058-89d0-4e09-a06d-bdb828a5f23f,,,,,,,,,,,,3cf00ca3-5198-45f8-bc7a-6379172f6f02,,,,,,,,,,,4caa5ded-3357-4d41-8ad6-9e1cfaa849ce,17f1b6fa-b829-4be7-ad04-16b92efd0642,Atavistik Bio,2023-02-23_crispr_zhaorui_atavistik,Zhaorui CRISPR Almedia MC180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zhaorui,Zhaorui Lian,Coriell,The Jian Huang Lab,atavistik,Atavistik Bio,,,
2022-04-11,../../mnt/data/research_data/2022-04-11_10XsnRNAseq_mouse_brain,2022-04-11_10XsnRNAseq_mouse_brain,_10xsnrnaseq_mouse_brain,jj mouse frozen brain,JJ mouse frozen brain,scRNA-seq,CBIX,7ccd3593-9277-4669-826f-afb25aa38305,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,81c014c6-df35-4364-b060-7a10a34e926d,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2022-04-11_10XsnRNAseq_mouse_brain,JJ mouse frozen brain,,,,,62045015-e5e9-4501-9aa3-1f29e3e543b7,8a67fcc1-1201-494d-81b8-65511ac254f5,10x,2022-04-11_10XsnRNAseq_mouse_brain,JJ mouse frozen brain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jj,The Issa & Jelenik Lab,"gf mice,mouse",Mouse,,,jj,Jaroslav Jelinek,Coriell,The Issa & Jelenik Lab,10x,10x,,,
2022-04-11,../../mnt/data/research_data/2022-04-11_10XsnRNAseq_mouse_brain,2022-04-11_10XsnRNAseq_mouse_brain,_10xsnrnaseq_mouse_brain,jj mouse frozen brain,JJ mouse frozen brain,scRNA-seq,CBIX,7ccd3593-9277-4669-826f-afb25aa38305,,,,,,,,,,,,a759bfc9-e856-4542-a6b8-738a1b6a9058,,81c014c6-df35-4364-b060-7a10a34e926d,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2022-04-11_10XsnRNAseq_mouse_brain,JJ mouse frozen brain,,,,,62045015-e5e9-4501-9aa3-1f29e3e543b7,8a67fcc1-1201-494d-81b8-65511ac254f5,10x,2022-04-11_10XsnRNAseq_mouse_brain,JJ mouse frozen brain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jj,The Issa & Jelenik Lab,"gf mice,mouse",Mouse,,,jj,Jaroslav Jelinek,Coriell,The Issa & Jelenik Lab,10x,10x,,,
2022-04-11,../../mnt/data/research_data/2022-04-11_10XsnRNAseq_mouse_brain,2022-04-11_10XsnRNAseq_mouse_brain,_10xsnrnaseq_mouse_brain,jj mouse frozen brain,JJ mouse frozen brain,scRNA-seq,CBIX,7ccd3593-9277-4669-826f-afb25aa38305,,,,,,,,,,,,14c2fbf8-1eb7-4fda-aa20-6c7fd94e7557,,81c014c6-df35-4364-b060-7a10a34e926d,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2022-04-11_10XsnRNAseq_mouse_brain,JJ mouse frozen brain,,,,,62045015-e5e9-4501-9aa3-1f29e3e543b7,8a67fcc1-1201-494d-81b8-65511ac254f5,10x,2022-04-11_10XsnRNAseq_mouse_brain,JJ mouse frozen brain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jj,The Issa & Jelenik Lab,"gf mice,mouse",Mouse,,,jj,Jaroslav Jelinek,Coriell,The Issa & Jelenik Lab,10x,10x,,,
2022-02-10,../../mnt/data/research_data/2022-02-10_hek_scrna_miseq_nano,2022-02-10_hek_scrna_miseq_nano,_hek_scrna_miseq_nano,jj 10x chromium test,JJ 10X Chromium test,scRNA-seq,CBIX,9a73ed64-3a06-4aaa-be5e-6c73fca72584,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,81c014c6-df35-4364-b060-7a10a34e926d,113050df-9733-46ae-be43-9ff1e6a4fe4e,Human,2022-02-10_hek_scrna_miseq_nano,JJ 10X Chromium test,,,,,62045015-e5e9-4501-9aa3-1f29e3e543b7,8a67fcc1-1201-494d-81b8-65511ac254f5,10x,2022-02-10_hek_scrna_miseq_nano,JJ 10X Chromium test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jj,The Issa & Jelenik Lab,"human,hek,goals,optin,hwgs",Human,,,jj,Jaroslav Jelinek,Coriell,The Issa & Jelenik Lab,10x,10x,,,
2020-07-31,../../mnt/data/research_data/2020-07-31_scRNAseq_10X_jian,2020-07-31_scRNAseq_10X_jian,_scrnaseq_10x_jian,jian huang mouse tet+/- evi+/-,Jian Huang mouse TET+/- EVI+/-,scRNA-seq,CBIX,a86858ca-402b-45bf-87c0-0bbe9a4141fe,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,9256f501-15d6-4ae4-9820-acb094c4a532,6f90f5fa-2a4f-488a-9522-595e345f19b5,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2020-07-31_scRNAseq_10X_jian,Jian Huang mouse TET+/- EVI+/-,,,,,e31fb066-949d-434d-bed1-10b4f56fc446,8a67fcc1-1201-494d-81b8-65511ac254f5,10x,2020-07-31_scRNAseq_10X_jian,Jian Huang mouse TET+/- EVI+/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jian,The Jian Huang Lab,"gf mice,mouse",Mouse,,,jian,Jian Huang,Coriell,The Jian Huang Lab,10x,10x,,,
2020-07-31,../../mnt/data/research_data/2020-07-31_scRNAseq_10X_jian,2020-07-31_scRNAseq_10X_jian,_scrnaseq_10x_jian,jian huang mouse tet+/- evi+/-,Jian Huang mouse TET+/- EVI+/-,scRNA-seq,CBIX,a86858ca-402b-45bf-87c0-0bbe9a4141fe,,,,,,,,,,,,a759bfc9-e856-4542-a6b8-738a1b6a9058,9256f501-15d6-4ae4-9820-acb094c4a532,6f90f5fa-2a4f-488a-9522-595e345f19b5,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2020-07-31_scRNAseq_10X_jian,Jian Huang mouse TET+/- EVI+/-,,,,,e31fb066-949d-434d-bed1-10b4f56fc446,8a67fcc1-1201-494d-81b8-65511ac254f5,10x,2020-07-31_scRNAseq_10X_jian,Jian Huang mouse TET+/- EVI+/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jian,The Jian Huang Lab,"gf mice,mouse",Mouse,,,jian,Jian Huang,Coriell,The Jian Huang Lab,10x,10x,,,
2020-07-31,../../mnt/data/research_data/2020-07-31_scRNAseq_10X_jian,2020-07-31_scRNAseq_10X_jian,_scrnaseq_10x_jian,jian huang mouse tet+/- evi+/-,Jian Huang mouse TET+/- EVI+/-,scRNA-seq,CBIX,a86858ca-402b-45bf-87c0-0bbe9a4141fe,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,4fceea83-7e1c-41fc-b407-85e32ff4b274,6f90f5fa-2a4f-488a-9522-595e345f19b5,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2020-07-31_scRNAseq_10X_jian,Jian Huang mouse TET+/- EVI+/-,,,,,e31fb066-949d-434d-bed1-10b4f56fc446,8a67fcc1-1201-494d-81b8-65511ac254f5,10x,2020-07-31_scRNAseq_10X_jian,Jian Huang mouse TET+/- EVI+/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jian,The Jian Huang Lab,"gf mice,mouse",Mouse,,,jian,Jian Huang,Coriell,The Jian Huang Lab,10x,10x,,,
2020-07-31,../../mnt/data/research_data/2020-07-31_scRNAseq_10X_jian,2020-07-31_scRNAseq_10X_jian,_scrnaseq_10x_jian,jian huang mouse tet+/- evi+/-,Jian Huang mouse TET+/- EVI+/-,scRNA-seq,CBIX,a86858ca-402b-45bf-87c0-0bbe9a4141fe,,,,,,,,,,,,a759bfc9-e856-4542-a6b8-738a1b6a9058,4fceea83-7e1c-41fc-b407-85e32ff4b274,6f90f5fa-2a4f-488a-9522-595e345f19b5,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2020-07-31_scRNAseq_10X_jian,Jian Huang mouse TET+/- EVI+/-,,,,,e31fb066-949d-434d-bed1-10b4f56fc446,8a67fcc1-1201-494d-81b8-65511ac254f5,10x,2020-07-31_scRNAseq_10X_jian,Jian Huang mouse TET+/- EVI+/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jian,The Jian Huang Lab,"gf mice,mouse",Mouse,,,jian,Jian Huang,Coriell,The Jian Huang Lab,10x,10x,,,
2020-05-07,../../mnt/data/research_data/2020-05-07_sc_10x_yi_zhang,2020-05-07_sc_10x_yi_zhang,_sc_10x_yi_zhang,yi zhang mouse ikoi ikos wti wts,Yi Zhang mouse IKOI IKOs WTI WTs,scRNA-seq,CBIX,45d1b6e2-319c-4a7f-aa5e-be0f685fb05f,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2020-05-07_sc_10x_yi_zhang,Yi Zhang mouse IKOI IKOs WTI WTs,,,,,7963180d-acf3-492f-8dc2-1f93c7a56e5d,8a67fcc1-1201-494d-81b8-65511ac254f5,10x,2020-05-07_sc_10x_yi_zhang,Yi Zhang mouse IKOI IKOs WTI WTs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,zhang,Yi Zhang,,,10x,10x,,,
2019-05-30,../../mnt/data/research_data/2019-05-30_rrbs33_kits,2019-05-30_rrbs33_kits,_rrbs33_kits,jj mouse kidney and liver comparing qiagen and zymo bisulfite kits,JJ mouse kidney and liver comparing qiagen and zymo bisulfite kits,RRBS,CBIX,c56b436a-6948-4e33-a594-ec2d1c69af51,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,81c014c6-df35-4364-b060-7a10a34e926d,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2019-05-30_rrbs33_kits,JJ mouse kidney and liver comparing qiagen and zymo bisulfite kits,,,,,62045015-e5e9-4501-9aa3-1f29e3e543b7,d73c5269-bedc-4c4d-824b-76dfbdea5beb,Qiagen,2019-05-30_rrbs33_kits,JJ mouse kidney and liver comparing qiagen and zymo bisulfite kits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jj,The Issa & Jelenik Lab,"gf mice,mouse",Mouse,,,jj,Jaroslav Jelinek,Coriell,The Issa & Jelenik Lab,qiagen,Qiagen,,,
2019-05-30,../../mnt/data/research_data/2019-05-30_rrbs33_kits,2019-05-30_rrbs33_kits,_rrbs33_kits,jj mouse kidney and liver comparing qiagen and zymo bisulfite kits,JJ mouse kidney and liver comparing qiagen and zymo bisulfite kits,RRBS,CBIX,c56b436a-6948-4e33-a594-ec2d1c69af51,,,,,,,,,,,,71d724c1-9f9a-4875-9a5f-7d4f4d77bc40,,81c014c6-df35-4364-b060-7a10a34e926d,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2019-05-30_rrbs33_kits,JJ mouse kidney and liver comparing qiagen and zymo bisulfite kits,,,,,62045015-e5e9-4501-9aa3-1f29e3e543b7,d73c5269-bedc-4c4d-824b-76dfbdea5beb,Qiagen,2019-05-30_rrbs33_kits,JJ mouse kidney and liver comparing qiagen and zymo bisulfite kits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jj,The Issa & Jelenik Lab,"gf mice,mouse",Mouse,,,jj,Jaroslav Jelinek,Coriell,The Issa & Jelenik Lab,qiagen,Qiagen,,,
2019-05-30,../../mnt/data/research_data/2019-05-30_rrbs33_kits,2019-05-30_rrbs33_kits,_rrbs33_kits,jj mouse kidney and liver comparing qiagen and zymo bisulfite kits,JJ mouse kidney and liver comparing qiagen and zymo bisulfite kits,RRBS,CBIX,c56b436a-6948-4e33-a594-ec2d1c69af51,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,81c014c6-df35-4364-b060-7a10a34e926d,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2019-05-30_rrbs33_kits,JJ mouse kidney and liver comparing qiagen and zymo bisulfite kits,,,,,62045015-e5e9-4501-9aa3-1f29e3e543b7,fb9bf3a6-381b-4ed5-850b-388335b23212,Zymo Research,2019-05-30_rrbs33_kits,JJ mouse kidney and liver comparing qiagen and zymo bisulfite kits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jj,The Issa & Jelenik Lab,"gf mice,mouse",Mouse,,,jj,Jaroslav Jelinek,Coriell,The Issa & Jelenik Lab,zymo,Zymo Research,,,
2019-05-30,../../mnt/data/research_data/2019-05-30_rrbs33_kits,2019-05-30_rrbs33_kits,_rrbs33_kits,jj mouse kidney and liver comparing qiagen and zymo bisulfite kits,JJ mouse kidney and liver comparing qiagen and zymo bisulfite kits,RRBS,CBIX,c56b436a-6948-4e33-a594-ec2d1c69af51,,,,,,,,,,,,71d724c1-9f9a-4875-9a5f-7d4f4d77bc40,,81c014c6-df35-4364-b060-7a10a34e926d,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2019-05-30_rrbs33_kits,JJ mouse kidney and liver comparing qiagen and zymo bisulfite kits,,,,,62045015-e5e9-4501-9aa3-1f29e3e543b7,fb9bf3a6-381b-4ed5-850b-388335b23212,Zymo Research,2019-05-30_rrbs33_kits,JJ mouse kidney and liver comparing qiagen and zymo bisulfite kits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jj,The Issa & Jelenik Lab,"gf mice,mouse",Mouse,,,jj,Jaroslav Jelinek,Coriell,The Issa & Jelenik Lab,zymo,Zymo Research,,,
2019-10-22,../../mnt/data/research_data/2019-10-22_rrbs_mouse_aging_rrbs41-42_himani_peace_genewiz,2019-10-22_rrbs_mouse_aging_rrbs41-42_himani_peace_genewiz,_rrbs_mouse_aging_rrbs41-42_himani_peace_genewiz,himani peace mouse colon spleen liver lung br skm,Himani Peace mouse colon spleen liver lung br skm,RRBS,CBIX,36ebe20e-72a7-4a19-9961-ab64ffcb64f0,,,,,,,,,,,,7cc7eb31-198e-4c35-bda7-43f48c17eb46,,,cea728b5-726f-4e64-bd8e-018839b905c1,Mouse,2019-10-22_rrbs_mouse_aging_rrbs41-42_himani_peace_genewiz,Himani Peace mouse colon spleen liver lung br skm,,,,,76bc6af3-be62-4c8f-b185-cf01ef5b5629,cd9bcefd-38a8-4443-a6dd-f866f1f3086c,GENEWIZ,2019-10-22_rrbs_mouse_aging_rrbs41-42_himani_peace_genewiz,Himani Peace mouse colon spleen liver lung br skm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gf mice,mouse",Mouse,,,himani,Himani Vaidya,Coriell,The Issa & Jelenik Lab,genewiz,GENEWIZ,,,
